Item   Code,Item Name,Item BarCode,Unit,Item Type,Qty On Hand,Qty On Ord,Price Sales,Serial No Ctrl,Anly Code1,Anly Code2,Anly Code3,Anly Code4,Anly Code5,Anly Code6,Anly Code7,Anly Code8,,Anly Code9
9107-APPSTORE1000,App Store HKD1000,5450537001868,,S,0,0,1000,N,Service,Apple-Service,,,ValuAccess,,,,,
9106-APPSTORE500,App Store HKD500,5450537001851,,S,0,0,500,N,Service,Apple-Service,,,ValuAccess,,,,,
9105-APPSTORE200,App Store HKD200,5450537001844,,S,0,0,200,N,Service,Apple-Service,,,ValuAccess,,,,,
9104-ITUNESVAR,iTunes HKD150-5000,5450537001837,,S,0,0,0,N,Service,Apple-Service,,,ValuAccess,,,,,
9103-ITUNES1000,iTunes HKD1000,5450537001820,,S,0,0,1000,N,Service,Apple-Service,,,,,,,,
9102-ITUNES500,iTunes HKD500,5450537001813,,S,0,0,500,N,Service,Apple-Service,,,ValuAccess,,,,,
9101-ITUNES200,iTunes HKD200,5450537001806,,S,0,0,200,N,Service,Apple-Service,,,ValuAccess,,,,,
9012-SVCCHARGE,I Pad Service Charge,,,N,0,0,,N,Service,Accessory CPU,,,,,,,,
9011-SVCCHARGE,I Phone Service Charge,,,N,0,0,,N,Service,Apple-Service,,,,,,,,
9003-CREDITCARD,2% Credit card Charge,,,N,0,0,,N,Service,Credit Card Service,,,,,,,,
9002-CREDITCARD,5% Credit card Charge,,,N,0,0,,N,Service,Credit Card Service,,,,,,,,
9001-CREDITCARD,3% Credit card Charge,,,N,0,,,N,Service,Credit Card Service,,,,,,,,
8418-MD199HK/A,APPLE TV - HKG,,PCS,S,1,0,788,N,Apple,Apple TV,CPU,Apple TV,Apple Asia Ltd.,Apple,MD199HK/A,,,
8418-MB189ZP/A,"APPLE TV,160G,CTO-ITP",MB189ZP-A,PCS,S,1,,1007,N,Apple,Apple TV Demo,Demo,Apple TV,Apple Asia Ltd.,Apple,MB189ZP/A,,,
8418-MA711ZP/A,Apple TV-ITP,,PCS,S,1,,2300,N,Apple,Apple TV Demo,Demo,Apple TV,Apple Asia Ltd.,Apple,MA711ZP/A,,,
8417-MC984ZP/A,Apple Thunderbolt Display (27-inch),MC914ZP-A,PCS,S,0,,7688,N,Apple,Display Demo,Demo,Display,Apple Asia Ltd.,Apple,MC914ZP/A,,,
8417-MC007ZP/A,APPLE 27-INCH LED CINEMA DISPLAY-ITP COO,885909302307,PCS,S,1,,7688,N,Apple,Display Demo,Demo,Display,Apple Asia Ltd.,Apple,MC007ZP/A,,,
8417-MB382ZP/AJ,APPLE LED CINEMA DISPLAYJ,MB382ZP-A,PCS,S,0,,5988,N,Apple,Display Demo,Demo,Display,Mr. Jeff Cheong,Apple,127MB382ZP/AJ,,,
8417-MB382ZP/A,APPLE LED CINEMA DISPLAY,MB382ZP-A,PCS,S,2,,5988,N,Apple,Display Demo,Demo,Display,Apple Asia Ltd.,Apple,MB382ZP/A,,,
8417-M9179B/A,Apple Cinema HD Display (30inch Flat Pan,M9179B-A,PCS,S,1,,14400,N,Apple,Display Demo,Demo,Display,Apple Asia Ltd.,Apple,M9179B/A,,,
1416-MB990ZP/A,MBP 13.3-2.26-2X1GB-160-SD-ITP,MB990ZP-A,PCS,S,1,,9288,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MB990ZP/A,,,
1416-MC700ZP/A,MBP 13.3-2.3-2X2GB-320-SD,,PCS,S,0,,8288,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MC700ZP/A,,,
1416-MC374ZP/A,MBP 13.3-2.4-2X2GB-250-SD,,PCS,S,1,,9088,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MC374ZP/A,,,
1416-MB991ZP/A,MBP 13.3-2.53-2X2GB-250-SD-ITP,MB991ZP-A,PCS,S,2,,11688,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MB991ZP/A,,,
5416-MD313ZP/A,MBP 13-inch: 2.4GHz Dual-core Intel Core,MD313ZP-A,PCS,S,0,,8500,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD313ZP/A,,,
1416-MD313ZP/A,MBP 13-inch: 2.4GHz Dual-core Intel Core,MD313ZP-A,PCS,S,46,,8500,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD313ZP/A,,,
1416-MD101ZP/A,MBP 13-inch: 2.5GHz Dual-core Intel i5,MD101ZP/A,PCS,S,57,0,9188,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD101ZP/A,,,
5416-MD101ZP/A,MBP 13-inch: 2.5GHz Quad-core i5,MD101ZP/A,PCS,S,264,0,9188,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD101ZP/A,,,
8416-MD212ZP/A,MBP 13-inch: 2.5GHz Retina Display(128G),,PCS,S,0,0,12988,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD212ZP/A,,,
5416-MD212ZP/A,MBP 13-inch: 2.5GHz Retina Display(128G),,PCS,S,490,0,12988,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD212ZP/A,,,
1416-MD212ZP/A,MBP 13-inch: 2.5GHz Retina Display(128G),MD212ZP/A,PCS,S,36,0,11488,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD212ZP/A,,,
5416-MD213ZP/A,MBP 13-inch: 2.5GHz Retina Display(256G),,PCS,S,460,0,15488,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD213ZP/A,,,
1416-MD213ZP/A,MBP 13-inch: 2.5GHz Retina Display(256G),MD213ZP/A,PCS,S,37,0,12488,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD213ZP/A,,,
5416-ME662ZP/A,MBP 13-inch: 2.6GHz Retina Display(256G),,PCS,S,0,0,12988,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,ME662ZP/A,,,
1416-ME662ZP/A,MBP 13-inch: 2.6GHz Retina Display(256G),,PCS,S,0,0,12988,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,ME662ZP/A,,,
5416-MD314ZP/A,MBP 13-inch: 2.8GHz Dual-core Intel Core,MD314ZP-A,PCS,S,0,,10318,N,Apple,MacBook Pro,CPU,MacBook Pro,Apple Asia Ltd.,Apple,MD314ZP/A,,,
5415-MD224ZP/A,MACBOOK AIR 11 inch: 128GB,MD224ZP/A,PCS,S,1,0,8488,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,MD224ZP/A,,,
1415-MD224ZP/A,MACBOOK AIR 11 inch: 128GB,MD224ZP/A,PCS,S,86,0,8488,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,MD224ZP/A,,,
1415-Z0NB0004L,MACBOOK AIR 11 inch: 256GB CTO,,PCS,S,0,0,12788,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,Z0nb0004L,,,
1415-Z0NB0001,MACBOOK AIR 11 inch: 256GB CTO,,PCS,S,0,0,12788,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,Z0NB0001,,,
1415-Z0NB0009E,MACBOOK AIR 11 inch: 256GB i7,,PCS,S,0,0,12008,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,Z0NB0009E,,,
1415-Z0NB0002,MACBOOK AIR 11 inch: 256GB i7,,PCS,S,0,0,12008,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,Z0NB0001,,,
8415-MD223ZP/A,MACBOOK AIR 11 inch: 64GB,MD223ZP/A,PCS,S,0,0,7688,N,Apple,MacBook Air Demo,Demo,MacBook Air,Apple Asia Ltd.,Apple,MD223ZP/A,,,
5415-MD223ZP/A,MACBOOK AIR 11 inch: 64GB,MD223ZP/A,PCS,S,161,0,7688,N,Apple,MacBook Air,CPU,MacBook Air,Apple Asia Ltd.,Apple,MD223ZP/A,,,
8414-MC516ZP/A,MB  13.3-2.4-2X1GB-250-SD-ITP,MC516ZP-A,PCS,S,2,,7588,N,Apple,MacBook Demo,Demo,MacBook,Apple Asia Ltd.,Apple,MC516ZP/A,,,
8413-MC561ZP/A,MAC PRO Two 2.4GHZ QCX-6GB 1TB HD,,PCS,S,1,,27488,N,Apple,Mac Pro Demo,Demo,Mac Pro,Apple Asia Ltd.,Apple,MC561ZP/A,,,
8413-MC560ZP/A,MAC PRO 2.8GHZ-QCX 3GB 1TB HD,,PCS,S,0,,19488,N,Apple,Mac Pro Demo,Demo,Mac Pro,Apple Asia Ltd.,Apple,MC560ZP/A,,,
8413-MB871ZP/A,MAC PRO 2.66QCX-3X1G-640-GT120-SD,MB871ZP-A,PCS,S,1,,18100,N,Apple,Mac Pro Demo,Demo,Mac Pro,Apple Asia Ltd.,Apple,MB871ZP/A,,,
5412-MC936ZP/A,Mac mini 2.0 with Lion Server - 2X2GB,MC936ZP-A,PCS,S,0,,7988,N,Apple,Mac Mini,CPU,Mac Mini,Apple Asia Ltd.,Apple,MC936ZP/A,,,
1412-Z0MH0002V,Mac mini 2.0 with Lion Server - 2X2GB,Z0MH,PCS,S,0,0,8767,N,Apple,Mac Mini,CPU,Mac Mini,Apple Asia Ltd.,Apple,Z0HM0002V,,,
1412-MC936ZP/A,Mac mini 2.0 with Lion Server - 2X2GB,MC936ZP-A,PCS,S,4,,7988,N,Apple,Mac Mini,CPU,Mac Mini,Apple Asia Ltd.,Apple,MC936ZP/A,,,
8411-MD095ZP/A,iMac 27-inch: 2.9GHz Quad-core i5,,PCS,S,0,0,13888,N,Apple,iMac,CPU,iMac,Apple Asia Ltd.,Apple,MD095ZP/A,,,
8411-MD093ZP/A,iMac 21.5/2.7QC/2X4GB/1TB/GT640M-ITP,,PCS,S,0,0,9888,N,Apple,iMac,CPU,iMac,Apple Asia Ltd.,Apple,MD093ZP/A,,,
8411-MC813ZP/A,IMAC 27-2.7QC-2X2GB-1TB-6770M-ITP,,PCS,S,2,,12988,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC813ZP/A,,,
8411-MC812ZP/A,IMAC 21.5-2.7QC-2X2GB-1TB-6770M-ITP,,PCS,S,1,,11488,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC812ZP/A,,,
8411-MC511ZP/A,IMAC27-2.8QC-2X2GB-1TB-5750-SD-ITP,,PCS,S,1,,12988,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC511ZP/A,,,
8411-MC510ZP/A,IMAC27-3.20-2X2GB-1TB-5670-SD-ITP,,PCS,S,1,,11488,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC510ZP/A,,,
8411-MC509ZP/A,IMAC21.5-3.20-2X2GB-1TB-5670-SD-ITP,,PCS,S,1,,9988,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC509ZP/A,,,
8411-MC508ZP/A,IMAC21.5-3.06-2X2GB-500GB-4670-SD-ITP,,PCS,S,1,,8488,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC508ZP/A,,,
8411-MC413ZP/A,iMac 21.5 inch 3.06GHz- 2x2GB- 1TB-SD-AT,,PCS,S,1,,9988,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC413ZP/A,,,
8411-MC309ZP/A,IMAC 21.5-2.5QC-2X2GB-500GB-6750M-ITP,,PCS,S,1,,9188,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MC309ZP/A,,,
8411-MB952ZP/A,iMac 27 inch  3.06GHz- 2x2GB-1TB-SD-ATI4,,PCS,S,0,,11488,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MB952ZP/A,,,
8411-MB950ZP/A,iMac 21.5 inch 3.06GHz- 2x2GB- 500GB-SD,,PCS,S,3,,8488,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MB950ZP/A,,,
8411-MB417ZP/A,IMAC 20inch-2.66-2GB-320-SD-MSE-KB,MB417ZP-A,PCS,S,2,,9400,N,Apple,iMac Demo,Demo,iMac,Apple Asia Ltd.,Apple,MB417ZP/A,,,
8313-MD670ZP/A,IPHONE 5 WHITE 16GB GSM DEMO-ITP,,PCS,S,14,0,0,N,Apple,IPHONE 5,iPhone,IPHONE 5,Apple Asia Ltd.,Apple,MD670ZP/A,White,,
8313-MD669ZP/A,IPHONE 5 BLACK 16GB GSM DEMO-ITP,,PCS,S,9,0,0,N,Apple,IPHONE5,iPhone,IPHONE5,Apple Asia Ltd.,Apple,MD669ZP/A,Black,,
8313-MD320ZP/A,IPHONE 4S WHITE 16GB GSM DEMO-ITP,,PCS,S,0,0,5088,N,Apple,IPHONE4S,iPhone,IPHONE4S,Apple Asia Ltd.,Apple,MD320ZP/A,White,,
8313-MD254ZP/A,IPHONE 4S BLACK 16GB GSM DEMO-ITP,,PCS,S,0,0,5088,N,Apple,IPHONE4S,iPhone,IPHONE4S,Apple Asia Ltd.,Apple,MD254ZP/A,Black,,
8313-MD239ZP/A,IPHONE 4S WHITE 16GB GSM-ITP,,PCS,S,1,0,5088,N,Apple,IPHONE4S Demo,Demo,IPHONE4S,Apple Asia Ltd.,Apple,MD239ZP/A,White,,
8313-MD235ZP/A,IPHONE 4S BLACK 16GB GSM-ITP,,PCS,S,2,,5088,N,Apple,IPHONE4S Demo,Demo,IPHONE4S,Apple Asia Ltd.,Apple,MD235ZP/A,Black,,
8313-MC133ZP/A,IPHONE 3GS BLACK 32GB,S88007SC53NR,PCS,S,1,0,1650,N,Apple,IPHONE3GS Demo,Demo,IPHONE 3GS,Apple Asia Ltd.,Apple,MC133ZP/A,Black,,
8313-MC131ZP/A,IPHONE 3GS BLACK 16GB,S83939XPK3NP,PCS,S,1,0,1650,N,Apple,IPHONE3GS Demo,Demo,IPHONE 3GS,Apple Asia Ltd.,Apple,MC131ZP/A,Black,,
8313-MB717LL/A,IPHONE 3GS BLACK 32GB,S5K0336743NR,PCS,S,1,0,1750,N,Apple,IPHONE3GS Demo,Demo,IPHONE 3GS,Apple Asia Ltd.,Apple,MB717LL/A,Black,,
8313-MB715LL/A,IPHONE 3GS BLACK 16GB,S5K0307JK3NP,PCS,S,1,0,1650,N,Apple,IPHONE3GS Demo,Demo,IPHONE 3GS,Apple Asia Ltd.,Apple,MB715LL/A,Black,,
8312-MD198ZP/A,IPHONE 4 WHITE 8GB GSM-ITP,,PCS,S,0,,4288,N,Apple,IPHONE4 Demo,Demo,IPHONE4,Apple Asia Ltd.,Apple,MD198ZP/A,White,,
8312-MC607ZP/A,iPhone 4 16GB Black Demo,,PCS,S,5,,5888,N,Apple,IPHONE4 Demo,Demo,IPHONE4,Apple Asia Ltd.,Apple,MC607ZP/A,Black,,
8312-MC604ZP/A,iPhone 4 16GB White-ITP,,PCS,S,2,,4988,N,Apple,IPHONE4 Demo,Demo,IPHONE4,Apple Asia Ltd.,Apple,MC604ZP/A,White,,
8212-MD994ZP/A,IPAD MINI WHITE AND SLIAVER 16GB DEMO,,PCS,S,0,0,0,N,Apple,IPad Mini Demo,Demo,IPad Mini,Apple Asia Ltd.,Apple,MD994ZP/A,White,,
8212-MD993ZP/A,IPAD MINI BLACK AND SLATE 16GB DEMO,,PCS,S,0,0,0,N,Apple,IPad Mini Demo,Demo,IPad Mini,Apple Asia Ltd.,Apple,MD993ZP/A,Black,,
8212-MD911ZP/A,IPAD WITH RETINA DISPLAY 16GB WHITE DEMO,,PCS,S,9,0,0,N,Apple,iPad with Retina Demo,Demo,iPad with Retina display,Apple Asia Ltd.,Apple,MD911ZP/A,WHITE,,
8212-MD910ZP/A,IPAD WITH RETINA DISPLAY 16GB BLACK DEMO,,PCS,S,0,0,0,N,Apple,iPad with Retina Demo,Demo,iPad with Retina display,Apple Asia Ltd.,Apple,MD910ZP/A,BLACK,,
8212-MD597ZP/A,THE NEW IPAD  WIFI 4G WHITE 16GB DEMO,,PCS,S,0,0,0,N,Apple,New IPAD Demo,Demo,New IPAD,Apple Asia Ltd.,Apple,MD597ZP/A,White,,
8212-MD596ZP/A,THE NEW IPAD  WIFI 4G BLK 16GB DEMO,,PCS,S,0,0,0,N,Apple,New IPAD Demo,Demo,New IPAD,Apple Asia Ltd.,Apple,MD596ZP/A,Black,,
8212-MD332ZP/A,THE NEW IPAD  WIFI WHITE 16GB DEMO,,PCS,S,26,0,0,N,Apple,New IPAD Demo,Demo,New IPAD,Apple Asia Ltd.,Apple,MD332ZP/A,White,,
8212-MD331ZP/A,THE NEW IPAD  WIFI BLK 16GB DEMO,,PCS,S,21,0,0,N,Apple,New IPAD Demo,Demo,New IPAD,Apple Asia Ltd.,Apple,MD331ZP/A,Black,,
8212-MC979ZP/A,IPAD 2 WIFI White 16GB,,PCS,S,1,,3888,N,Apple,IPAD2 Demo,Demo,IPAD2,Apple Asia Ltd.,Apple,MC979ZP/A,White,,
8212-MC769ZP/A,IPAD 2 WIFI BLK 16GB,,PCS,S,2,,3888,N,Apple,IPAD2 Demo,Demo,IPAD2,Apple Asia Ltd.,Apple,MC769ZP/A,Black,,
8211-MC642ZP/A,IPAD WI-FI 16GB - DEMO-ITP,,PCS,S,3,,4643,N,Apple,IPAD1 Demo,Demo,IPAD1,Apple Asia Ltd.,Apple,MC642ZP/A,,,
8211-MB292ZP/A,IPAD WI-FI 16GB-ITP,,PCS,S,3,,2988,N,Apple,IPAD1 Demo,Demo,IPAD1,Apple Asia Ltd.,Apple,MB292ZP/A,,,
8114-MD717ZP/A,"iPod touch, 32GB  - Blue",,PCS,S,0,0,2288,N,Apple,iPod Touch,iPod,iPod Touch,Apple Asia Ltd.,Apple,MD717ZP/A,BLUE,,
8114-MD057ZP/A,"iPod touch, 8GB  (4th Gen) White",,PCS,S,3,,1588,N,Apple,iPod Touch Demo,Demo,iPod Touch,Apple Asia Ltd.,Apple,MD057ZP-A,White,,
8114-MC544ZP/A,"iPod touch, 32GB  (4th Gen)",,PCS,S,0,,2288,N,Apple,iPod Touch Demo,Demo,iPod Touch,Apple Asia Ltd.,Apple,MC544ZP/A,,,
8114-MC540ZP/A,"iPod touch, 8GB  (4th Gen)",,PCS,S,1,,1588,N,Apple,iPod Touch Demo,Demo,iPod Touch,Apple Asia Ltd.,Apple,MC540ZP/A,,,
8114-MC086ZP/A,IPOD TOUCH  8GB,885909232475,PCS,S,1,,1368,N,Apple,iPod Touch Demo,Demo,iPod Touch,Apple Asia Ltd.,Apple,MC086ZP/A,,,
8114-MC008ZP/A,IPOD TOUCH  32GB,885909232475,PCS,S,0,,1989,N,Apple,iPod Touch Demo,Demo,iPod Touch,Apple Asia Ltd.,Apple,MC008ZP/A,,,
8113-MC297ZP/A,IPOD CLASSIC 160GB BLACK,,PCS,S,2,,1888,N,Apple,iPod Classic Demo,Demo,iPod Classic,Apple Asia Ltd.,Apple,MC297ZP/A,Black,,
8113-MB562ZP/A,IPOD CLASSIC 120GB SILVER,885909236725,PCS,S,1,,1900,N,Apple,iPod Classic Demo,Demo,iPod Classic,Apple Asia Ltd.,Apple,MB562ZP/A,Silver,,
8112-MD480ZP/A,"iPod nano, 16GB - SILVER - ITP",,PCS,S,0,0,1188,N,Apple,iPod nano,iPod,iPod nano,Apple Asia Ltd.,Apple,MD480ZP/A,SILVER,,
8112-MC698ZP/A,"iPod nano, 16GB - Pink - ITP",,PCS,S,1,,1188,N,Apple,iPod Nano Demo,Demo,iPod Nano,Apple Asia Ltd.,Apple,MC698ZP/A,Pink,,
8112-MC697ZP/A,"iPod nano, 16GB - Orange - ITP",,PCS,S,1,,1188,N,Apple,iPod Nano Demo,Demo,iPod Nano,Apple Asia Ltd.,Apple,MC697ZP/A,Orange,,
8112-MC694ZP/A,"iPod nano, 16GB - Graphite - ITP",,PCS,S,0,,1188,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC694ZP/A,Graphite,,
8112-MC692ZP/A,"iPod nano, 8GB - Pink  - ITP",,PCS,S,1,,998,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC692ZP/A,Pink,,
8112-MC690ZP/A,"iPod nano, 8GB - Green - ITP",,PCS,S,1,,998,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC690ZP/A,Green,,
8112-MC689ZP/A,"iPod nano, 8GB - Blue - ITP",,PCS,S,3,,998,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC689ZP/A,Blue,,
8112-MC688ZP/A,"iPod nano, 8GB - Graphite - ITP",,PCS,S,0,,998,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC688ZP/A,Graphite,,
8112-MC526ZP/A,"iPod nano, 16GB - Silver - ITP",,PCS,S,0,,1188,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC526ZP/A,Silver,,
8112-MC525ZP/A,"iPod nano, 8GB - Silver - ITP",,PCS,S,0,,998,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC525ZP/A,Silver,,
8112-MC068ZP/A,IPOD NANO 16GB GREEN,,PCS,S,0,,1308,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC068ZP/A,Green,,
8112-MC050ZP/A,IPOD NANO 8GB PINK,,PCS,S,0,,1108,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC050ZP/A,Pink,,
8112-MC046ZP/A,IPOD NANO 8GB ORANGE,,PCS,S,1,,1108,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC046ZP/A,Orange,,
8112-MC037ZP/A,IPOD NANO 8GB BLUE,,PCS,S,1,,1108,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC037ZP/A,Blue,,
8112-MC034ZP/A,IPOD NANO 8GB PURPLE,,PCS,S,1,,1108,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC034ZP/A,Purple,,
8112-MC027ZP/A,IPOD NANO 8GB SILVER,,PCS,S,1,,1108,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MC027ZP/A,Silver,,
8112-MB739ZP/A,IPOD (4TH GEN) 8GB PURPLE,885909258871,PCS,S,1,,1150,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MB739ZP/A,Purple,,
8112-MB735ZP/A,IPOD (4TH GEN) 8GB PINK,885909258475,PCS,S,0,,1150,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MB735ZP/A,Pink,,
8112-MB732ZP/A,IPOD (4TH GEN) 8GB BLUE,885909258079,PCS,S,0,,1150,N,Apple,iPod nano Demo,Demo,iPod nano,Apple Asia Ltd.,Apple,MB732ZP/A,Blue,,
8111-MC749Z/A,IPOD SHUFFLE 2GB  Orange -ITP,,PCS,S,1,,388,N,Apple,iPod Shuffle Demo,Demo,iPod Shuffle,Apple Asia Ltd.,Apple,MC749Z/A,Orange,,
8111-MC585Z/A,IPOD SHUFFLE 2GB  Pink -ITP,,PCS,S,1,,388,N,Apple,iPod Shuffle Demo,Demo,iPod Shuffle,Apple Asia Ltd.,Apple,MC585Z/A,Pink,,
8098-XP4100214H,Xoopar Aqua Lite - 4 port USB hub - whit,0101106600016,PCS,S,2,,158,N,Third-Party,Third-Party Demo,Demo,Speaker,Sunion service,XooparDesign,XP41002.14H (Demo),White,,
8098-1LUX01,LUXA2 LH0006 H4 Ipad Holder - Aluminum -,,PCS,S,0,,490,N,Third-Party,Third-Party Demo,Demo,Others,Shooting Techologies Ltd,Lux,,Silver,,
8098-139317,MagneatTM 2010 Zebra black  on black (De,,PCS,S,1,,100,N,Third-Party,Third-Party Demo,Demo,Others,SRSWorks Limited,Magneat,,Black,,
8098-0SP001,Smart Pebble - Universal Cradle white an,,PCS,S,2,,108,N,Third-Party,Third-Party Demo,Demo,Others,SRSWorks Limited,Smart Pebbie,,White,,
8024-ZiiSoundD5,Creative ZiiSound D5 with Warranty Card-,5390660167041,PCS,S,0,,2399,N,Third-Party,Third-Party Demo,Demo,Speaker,Yutron Tech (Hong Kong) L,Creative,ZiiSound D5,,,
8024-XP9100214H,Solo Plus USB speaker (white) (Demo),4897032080249,PCS,S,2,,199,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,XooparDesign 1,,White,,
8024-XOPOP,Xoopar POP (Demo),,PCS,S,0,,0,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,XooparDesign 1,,,,
8024-XAM8SL,X-MINI V1.1 Mono Speaker W/Lid SL DEMO,,PCS,S,6,,199,N,Third-Party,Third-Party Demo,Third-Party,SPEAKER,APS TECHNICAL CO.LTD,X-MINI,XAM8,SILVER,,
8024-XAM4BL,X-Mini II Capsule Mono Speaker BL,,PCS,S,5,0,299,N,Third-Party,Third-Party Demo,Third-Party,SPEAKER,APS TECHNICAL CO.LTD,X-MINI,XAM4,BLUE,,
8024-WLMS0002NV,Zooka Wireless Speaker Bar - BL DEMO,,PCS,S,0,0,799,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Ltd,JBL,WLMS-0002-NV,BLUE,,
8024-UEPP495,UrbanEars Plattan Plus Headphone W-MIC I,,PCS,S,1,,599,N,Third-Party,Third-Party Demo,Demo,Headphone,Street Value Limited,Soundfreaq,UE-PP495,White,,
8024-UCUBEWH,Ufi Ucube Mini Speaker For iMac WH DEMO,,PCS,S,0,0,1380,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,UFI,UCUBE,WHITE,,
8024-UCUBESL,Ufi Ucube Mini Speaker For iMac SL DEMO,,PCS,S,0,0,1380,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,UFI,UCUBE,SILVER,,
8024-UCUBERD,Ufi Ucube Mini Speaker For iMac RD DEMO,,PCS,S,0,0,1380,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,UFI,UCUBE,RED,,
8024-UCUBEBK,Ufi Ucube Mini Speaker For iMac BK DEMO,,PCS,S,0,0,1380,N,Third-Party,Third-Party Demo,Demo,Speaker,SRSWorks Limited,UFI,UCUBE,BLACK,,
8024-SSTICKIICL,Harman-Kardon SoundStick II UK,,PCS,S,1,,1580,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Limited,JBL,,,,
8024-SPKPHLDC315,Philips iPhone Docking System DC315 Demo,,PCS,S,2,,599,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Ltd,Philips,SPK-PHL-DC315,,,
8024-SPKJBLONBEATWTU,JBL - On Beat UK - White,050036311991,PCS,S,-1,,1399,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Ltd,JBL,SPK-JBL-ONBEAT-WT-UK,White,,
8024-SPKJBLONAIRBKUK,JBL ONAIR AIRPLAY iPHONE SPEAKER BK,050036311786,PCS,S,1,,2998,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Ltd,JBL,SPK-JBL-ONAIR-BK-UK,,,
8024-SPKHARSSTICK3,Harman Kardon SoundStick III UK Demo,,PCS,S,5,,1499,N,Third-Party,Third-Party Demo,Demo,Speaker,Thinking Group Ltd,Harman Kardon,SPK-HAR-SSTICK3-CL-U,,,
